t_original,x_original,t_noNaN,x_noNaN,t_noOutliers,x_noOutliers,t_minmax,x_minmax,t_zscore,x_zscore
19.6,0.915495387942896,19.6,0.915495387942896,19.6,0.915495387942896,0.196196196196196,0.77415538011786,-1.05082955670402,1.2193483545922
19.7,1.00854016341026,19.7,1.00854016341026,19.7,1.00854016341026,0.197197197197197,0.805535031976931,-1.04736718584173,1.34494125318123
19.8,1.01693243287054,19.8,1.01693243287054,19.8,1.01693243287054,0.198198198198198,0.808365352031425,-1.04390481497944,1.35626923416632
19.9,1.0952326947081,19.9,1.0952326947081,19.9,1.0952326947081,0.199199199199199,0.834772368917595,-1.04044244411716,1.46195982017787
20,NaN,20,0.956522043853197,20,0.956522043853197,0.2002002002002,0.787991752691608,-1.03698007325487,1.27472660242296
20.1,0.817811392998298,20.1,0.817811392998298,20.1,0.817811392998298,0.201201201201201,0.741211136465621,-1.03351770239258,1.08749338466806
20.2,1.23658326370598,20.2,1.23658326370598,20.2,1.23658326370598,0.202202202202202,0.882443306086883,-1.03005533153029,1.6527564295359
20.3,1.12772021208888,20.3,1.12772021208888,20.3,1.12772021208888,0.203203203203203,0.845728889367604,-1.02659296066801,1.50581184147965
20.4,0.639031407452493,20.4,0.639031407452493,20.4,0.639031407452493,0.204204204204204,0.680917007347486,-1.02313058980572,0.846174122177309
20.5,0.842241539704315,20.5,0.842241539704315,20.5,0.842241539704315,0.205205205205205,0.749450282561145,-1.01966821894343,1.12046947518311
20.6,0.695234215394412,20.6,0.695234215394412,20.6,0.695234215394412,0.206206206206206,0.699871586343039,-1.01620584808115,0.922037313020774
20.7,1.49601125148496,20.7,1.49601125148496,20.7,1.49601125148496,0.207207207207207,0.969936235142948,-1.01274347721886,2.00293528478725
20.8,0.966175477154538,20.8,0.966175477154538,20.8,0.966175477154538,0.208208208208208,0.791247404335876,-1.00928110635657,1.28775691673735
20.9,0.663376593021489,20.9,0.663376593021489,20.9,0.663376593021489,0.209209209209209,0.689127500024397,-1.00581873549429,0.87903553118109
21,0.816431685874757,21,0.816431685874757,21,0.816431685874757,0.21021021021021,0.740745825769919,-1.002356364632,1.08563104026475
21.1,0.594955942447622,21.1,0.594955942447622,21.1,0.594955942447622,0.211211211211211,0.666052414032791,-0.998893993769715,0.786680557075821
21.2,0.837389252678443,21.2,0.837389252678443,21.2,0.837389252678443,0.212212212212212,0.747813833047163,-0.995431622907428,1.11391980284198
21.3,0.626076283060255,21.3,0.626076283060255,21.3,0.626076283060255,0.213213213213213,0.676547849690032,-0.991969252045141,0.82868714759083
21.4,0.68733833598963,21.4,0.68733833598963,21.4,0.68733833598963,0.214214214214214,0.69720867544236,-0.988506881182855,0.911379364991185
21.5,0.194088806635249,21.5,0.194088806635249,21.5,0.194088806635249,0.215215215215215,0.530858674240841,-0.985044510320568,0.245585527474552
21.6,0.0262294589917378,21.6,0.0262294589917378,21.6,0.0262294589917378,0.216216216216216,0.474247565622585,-0.981582139458281,0.0190070665140418
21.7,0.316717741385873,21.7,0.316717741385873,21.7,0.316717741385873,0.217217217217217,0.572215679628779,-0.978119768595994,0.411111461508512
21.8,0.128444404399279,21.8,0.128444404399279,21.8,0.128444404399279,0.218218218218218,0.508719886992285,-0.974657397733708,0.156977965023598
21.9,-0.115117399209926,21.9,-0.115117399209926,21.9,-0.115117399209926,0.219219219219219,0.42657787993134,-0.971195026871421,-0.171784533968951
22,0.294296901890832,22,0.294296901890832,22,0.294296901890832,0.22022022022022,0.564654178897454,-0.967732656009134,0.380847556771923
22.1,-0.227138194944772,22.1,-0.227138194944772,22.1,-0.227138194944772,0.221221221221221,0.388798503781751,-0.964270285146848,-0.322991481032016
22.2,-0.297211762411721,22.2,-0.297211762411721,22.2,-0.297211762411721,0.222222222222222,0.365165966214854,-0.960807914284561,-0.41757758120198
22.3,-0.365524725811841,22.3,-0.365524725811841,22.3,-0.365524725811841,0.223223223223223,0.342127198071348,-0.957345543422274,-0.509787197932544
22.4,-0.0120863800966426,22.4,-0.0120863800966426,22.4,-0.0120863800966426,0.224224224224224,0.46132542480122,-0.953883172559988,-0.0327120898685572
22.5,8.15465975717368,22.5,8.15465975717368,22.5,-0.198516312979062,0.225225225225225,0.398451326168865,-0.950420801697701,-0.284357338479785
22.6,-0.384946245861482,22.6,-0.384946245861482,22.6,-0.384946245861482,0.226226226226226,0.335577227536511,-0.946958430835414,-0.536002587091013
22.7,-0.784717502615923,22.7,-0.784717502615923,22.7,-0.784717502615923,0.227227227227227,0.200753076505938,-0.943496059973127,-1.07561838664742
22.8,-1.25208992932242,22.8,-1.25208992932242,22.8,-1.25208992932242,0.228228228228228,0.0431302119774138,-0.940033689110841,-1.70648301602412
22.9,-0.929047201441721,22.9,-0.929047201441721,22.9,-0.929047201441721,0.229229229229229,0.152077418154043,-0.936571318248554,-1.27043625940774
23,-0.722084016736945,23,-0.722084016736945,23,-0.722084016736945,0.23023023023023,0.221876422462012,-0.933108947386267,-0.991074993418052
23.1,-0.784349123105612,23.1,-0.784349123105612,23.1,-0.784349123105612,0.231231231231231,0.200877313688816,-0.929646576523981,-1.07512114378506
23.2,-1.08841692115025,23.2,-1.08841692115025,23.2,-1.08841692115025,0.232232232232232,0.0983294640511763,-0.926184205661694,-1.48555532380417
23.3,-0.988934759537718,23.3,-0.988934759537718,23.3,-0.988934759537718,0.233233233233233,0.131880145235679,-0.922721834799407,-1.35127316801346
23.4,-1.06130569579913,23.4,-1.06130569579913,23.4,-1.06130569579913,0.234234234234234,0.107472812602642,-0.91925946393712,-1.44896028277103
23.5,-0.875440333873545,23.5,-0.875440333873545,23.5,-0.875440333873545,0.235235235235235,0.170156507851398,-0.915797093074834,-1.19807709847315
23.6,-0.772293098561643,23.6,-0.772293098561643,23.6,-0.772293098561643,0.236236236236236,0.204943247010637,-0.912334722212547,-1.05884778442306
23.7,7.12382585360478,23.7,7.12382585360478,23.7,-0.829283808401325,0.237237237237237,0.185722945548382,-0.90887235135026,-1.13577449422981
23.8,-0.886274518241007,23.8,-0.886274518241007,23.8,-0.886274518241007,0.238238238238238,0.166502644086127,-0.905409980487974,-1.21270120403655
23.9,-0.967794746552178,23.9,-0.967794746552178,23.9,-0.967794746552178,0.239239239239239,0.13900968307862,-0.901947609625687,-1.32273813750017
24,-0.907807649873765,24,-0.907807649873765,24,-0.907807649873765,0.24024024024024,0.159240525706267,-0.8984852387634,-1.24176687058121
24.1,-0.909797510305766,24.1,-0.909797510305766,24.1,-0.909797510305766,0.241241241241241,0.158569438831258,-0.895022867901114,-1.24445280687573
24.2,NaN,24.2,-0.851266229328331,24.2,-0.851266229328331,0.242242242242242,0.178309302898979,-0.891560497038827,-1.16544661658551
24.3,-0.792734948350895,24.3,-0.792734948350895,24.3,-0.792734948350895,0.243243243243243,0.1980491669667,-0.88809812617654,-1.0864404262953
24.4,-0.53674752387092,24.4,-0.53674752387092,24.4,-0.53674752387092,0.244244244244244,0.284381754907647,-0.884635755314253,-0.740905682605615
24.5,-0.124196199520131,24.5,-0.124196199520131,24.5,-0.124196199520131,0.245245245245245,0.423516025124326,-0.881173384451967,-0.184039202121376
24.6,-0.534651293445039,24.6,-0.534651293445039,24.6,-0.534651293445039,0.246246246246246,0.28508871540758,-0.87771101358968,-0.738076166880798
24.7,-0.289908297845253,24.7,-0.289908297845253,24.7,-0.289908297845253,0.247247247247247,0.36762908329273,-0.874248642727393,-0.407719281474375
24.8,-0.413085713073962,24.8,-0.413085713073962,24.8,-0.413085713073962,0.248248248248248,0.326087101087261,-0.870786271865107,-0.573985560710051
24.9,0.0212159549928698,24.9,0.0212159549928698,24.9,0.0212159549928698,0.249249249249249,0.472556745162346,-0.86732390100282,0.0122397816649707
25,-0.362110561385514,25,-0.362110561385514,25,-0.362110561385514,0.25025025025025,0.343278636081162,-0.863861530140533,-0.505178719870148
25.1,-0.238723688400873,25.1,-0.238723688400873,25.1,-0.238723688400873,0.251251251251251,0.384891258593164,-0.860399159278247,-0.338629712167802
25.2,6.54523071532397,25.2,6.54523071532397,25.2,-0.111557494825065,0.252252252252252,0.42777846921416,-0.85693678841596,-0.166979334449164
25.3,0.0156086987507428,25.3,0.0156086987507428,25.3,0.0156086987507428,0.253253253253253,0.470665679835156,-0.853474417553673,0.00467104326947485
25.4,0.271149150285599,25.4,0.271149150285599,25.4,0.271149150285599,0.254254254254254,0.556847524702805,-0.850012046691386,0.349602457782569
25.5,0.509882196245534,25.5,0.509882196245534,25.5,0.509882196245534,0.255255255255255,0.637361017608229,-0.8465496758291,0.67184704465475
25.6,0.266368067248691,25.6,0.266368067248691,25.6,0.266368067248691,0.256256256256256,0.555235088964701,-0.843087304966813,0.343148897397434
25.7,0.631592488976011,25.7,0.631592488976011,25.7,0.631592488976011,0.257257257257257,0.67840820799978,-0.839624934104526,0.836132985217861
25.8,0.924417513862577,25.8,0.924417513862577,25.8,0.924417513862577,0.258258258258258,0.777164395979268,-0.83616256324224,1.23139154186629
25.9,0.532038920139437,25.9,0.532038920139437,25.9,0.532038920139437,0.259259259259259,0.644833444497712,-0.832700192379953,0.701754443142138
26,0.951534805907822,26,0.951534805907822,26,0.951534805907822,0.26026026026026,0.786309790542974,-0.829237821517666,1.26799477179232
26.1,NaN,26.1,0.996207257673838,26.1,0.996207257673838,0.261261261261261,0.801375719576254,-0.825775450655379,1.32829415642935
26.2,1.04087970943985,26.2,1.04087970943985,26.2,1.04087970943985,0.262262262262262,0.816441648609533,-0.822313079793093,1.38859354106637
26.3,0.541736437448133,26.3,0.541736437448133,26.3,0.541736437448133,0.263263263263263,0.648103963616229,-0.818850708930806,0.714844262552187
26.4,0.887894762363065,26.4,0.887894762363065,26.4,0.887894762363065,0.264264264264264,0.764846979754301,-0.815388338068519,1.18209271555144
26.5,0.83009914114115,26.5,0.83009914114115,26.5,0.83009914114115,0.265265265265265,0.745355219321621,-0.811925967206233,1.10407952718537
26.6,0.882143625260493,26.6,0.882143625260493,26.6,0.882143625260493,0.266266266266266,0.762907390140957,-0.808463596343946,1.17432976513034
26.7,1.58515424973716,26.7,1.58515424973716,26.7,1.58515424973716,0.267267267267267,1,-0.805001225481659,2.12326152001298
26.8,0.808621901223967,26.8,0.808621901223967,26.8,0.808621901223967,0.268268268268268,0.738111950603848,-0.801538854619372,1.07508930391553
26.9,1.15033450999287,26.9,1.15033450999287,26.9,1.15033450999287,0.269269269269269,0.853355634573875,-0.798076483757086,1.53633687858196
27,1.24717547584717,27,1.24717547584717,27,1.24717547584717,0.27027027027027,0.886015563935198,-0.794614112894799,1.66705391822992
27.1,0.880103708202771,27.1,0.880103708202771,27.1,0.880103708202771,0.271271271271271,0.762219421506811,-0.791151742032512,1.17157626183181
27.2,1.20866797588062,27.2,1.20866797588062,27.2,1.20866797588062,0.272272272272272,0.873028784861961,-0.787689371170226,1.61507605580913
27.3,0.939056084614277,27.3,0.939056084614277,27.3,0.939056084614277,0.273273273273273,0.782101301373422,-0.784227000307939,1.25115085153921
27.4,0.975497873912679,27.4,0.975497873912679,27.4,0.975497873912679,0.274274274274274,0.794391412833862,-0.780764629445652,1.30034039415208
27.5,0.892371895722215,27.5,0.892371895722215,27.5,0.892371895722215,0.275275275275275,0.766356907479217,-0.777302258583366,1.18813600119666
27.6,0.587560285331675,27.6,0.587560285331675,27.6,0.587560285331675,0.276276276276276,0.66355820471903,-0.773839887721079,0.776697814793981
27.7,0.255591544731663,27.7,0.255591544731663,27.7,0.255591544731663,0.277277277277277,0.551600671845231,-0.770377516858792,0.328602624457066
27.8,0.549387402401057,27.8,0.549387402401057,27.8,0.549387402401057,0.278278278278278,0.650684276324845,-0.766915145996505,0.725171622262759
27.9,0.177798491313961,27.9,0.177798491313961,27.9,0.177798491313961,0.279279279279279,0.52536471264129,-0.763452775134219,0.223596674152558
28,0.46629317433218,28,0.46629317433218,28,0.46629317433218,0.28028028028028,0.622660478801531,-0.759990404271932,0.613010085983396
28.1,0.242766313453357,28.1,0.242766313453357,28.1,0.242766313453357,0.281281281281281,0.547275321061119,-0.756528033409645,0.311290981076487
28.2,0.0220927419214531,28.2,0.0220927419214531,28.2,0.0220927419214531,0.282282282282282,0.472852444393553,-0.753065662547359,0.0134232786560982
28.3,-0.35895424727229,28.3,-0.35895424727229,28.3,-0.35895424727229,0.283283283283283,0.344343113237814,-0.749603291685072,-0.50091829109974
28.4,-0.140371880183753,28.4,-0.140371880183753,28.4,-0.140371880183753,0.284284284284284,0.418060724434327,-0.746140920822785,-0.205873320275677
28.5,-0.122550013804392,28.5,-0.122550013804392,28.5,-0.122550013804392,0.285285285285285,0.424071206588259,-0.742678549960499,-0.181817161876591
28.6,-0.280455357487541,28.6,-0.280455357487541,28.6,-0.280455357487541,0.286286286286286,0.370817118042447,-0.739216179098212,-0.394959594820817
28.7,-0.0594967779933067,28.7,-0.0594967779933067,28.7,-0.0594967779933067,0.287287287287287,0.445336114568329,-0.735753808235925,-0.0967071854039283
28.8,-0.20618701771493,28.8,-0.20618701771493,28.8,-0.20618701771493,0.288288288288288,0.395864356154523,-0.732291437373638,-0.294711343174397
28.9,-0.776725408175891,28.9,-0.776725408175891,28.9,-0.776725408175891,0.289289289289289,0.203448436238855,-0.728829066511352,-1.06483056646645
29,-0.683873707637742,29,-0.683873707637742,29,-0.683873707637742,0.29029029029029,0.234762972952759,-0.725366695649065,-0.939498282617834
29.1,-1.04246406117466,29.1,-1.04246406117466,29.1,-1.04246406117466,0.291291291291291,0.113827214899836,-0.721904324786778,-1.42352762956985
29.2,-1.01794735876759,29.2,-1.01794735876759,29.2,-1.01794735876759,0.292292292292292,0.122095552185859,-0.718441953924492,-1.39043470518283
29.3,-1.21628357960201,29.3,-1.21628357960201,29.3,-1.21628357960201,0.293293293293293,0.0552060193822583,-0.714979583062205,-1.6581511969973
29.4,-0.720668272674483,29.4,-0.720668272674483,29.4,-0.720668272674483,0.294294294294294,0.222353886732074,-0.711517212199918,-0.989164005943778
29.5,-0.937282921189813,29.5,-0.937282921189813,29.5,-0.937282921189813,0.295295295295295,0.149299894996984,-0.708054841337631,-1.28155292780673
29.6,-1.07679271427655,29.6,-1.07679271427655,29.6,-1.07679271427655,0.296296296296296,0.102249765465226,-0.704592470475345,-1.46986483685599
29.7,-0.995247846429536,29.7,-0.995247846429536,29.7,-0.995247846429536,0.297297297297297,0.129751036235993,-0.701130099613058,-1.35979464466602
29.8,-0.975809945049527,29.8,-0.975809945049527,29.8,-0.975809945049527,0.298298298298298,0.136306531427548,-0.697667728750771,-1.33355714380108
29.9,-0.943666728850783,29.9,-0.943666728850783,29.9,-0.943666728850783,0.299299299299299,0.147146935188867,-0.694205357888485,-1.29016986415968
30,-0.757551956715512,30,-0.757551956715512,30,-0.757551956715512,0.3003003003003,0.209914744838573,-0.690742987026198,-1.03895002311762
30.1,-0.980671810893294,30.1,-0.980671810893294,30.1,-0.980671810893294,0.301301301301301,0.134666851426209,-0.687280616163911,-1.3401197457398
30.2,-0.987562717139629,30.2,-0.987562717139629,30.2,-0.987562717139629,0.302302302302302,0.1323428709779,-0.683818245301624,-1.34942116954393
30.3,-1.10792279430864,30.3,-1.10792279430864,30.3,-1.10792279430864,0.303303303303303,0.0917510451572299,-0.680355874439338,-1.51188457375041
30.4,-1.00863450648269,30.4,-1.00863450648269,30.4,-1.00863450648269,0.304304304304304,0.125236341779334,-0.676893503577051,-1.37786411100688
30.5,-0.421436643758948,30.5,-0.421436643758948,30.5,-0.421436643758948,0.305305305305305,0.323270722668614,-0.673431132714764,-0.585257742145014
30.6,-0.702391823493572,30.6,-0.702391823493572,30.6,-0.702391823493572,0.306306306306306,0.228517678408031,-0.669968761852478,-0.964494246497147
30.7,-0.781079204698991,30.7,-0.781079204698991,30.7,-0.781079204698991,0.307307307307307,0.201980104261332,-0.666506390990191,-1.0707073706444
30.8,-0.756560025855751,30.8,-0.756560025855751,30.8,-0.756560025855751,0.308308308308308,0.210249276733472,-0.663044020127904,-1.03761110353561
30.9,-0.669168691026562,30.9,-0.669168691026562,30.9,-0.669168691026562,0.309309309309309,0.239722287428214,-0.659581649265617,-0.919649283566342
31,-0.309519443077907,31,-0.309519443077907,31,-0.309519443077907,0.31031031031031,0.361015161050807,-0.656119278403331,-0.434190628866505
31.1,0.072555798612125,31.1,0.072555798612125,31.1,0.072555798612125,0.311311311311311,0.489871273690995,-0.652656907541044,0.0815388878303806
31.2,-0.102959513969585,31.2,-0.102959513969585,31.2,-0.102959513969585,0.312312312312312,0.430678166102897,-0.649194536678757,-0.155373681877822
31.3,-0.0961223405746998,31.3,-0.0961223405746998,31.3,-0.0961223405746998,0.313313313313313,0.432984024973037,-0.645732165816471,-0.146144787289102
31.4,-0.153300419467405,31.4,-0.153300419467405,31.4,-0.153300419467405,0.314314314314314,0.41370053269084,-0.642269794954184,-0.223324409979532
31.5,0.0305946257602159,31.5,0.0305946257602159,31.5,0.0305946257602159,0.315315315315315,0.475719732252184,-0.638807424091897,0.0248992183788174
31.6,NaN,31.6,-0.00298939642494745,31.6,-0.00298939642494745,0.316316316316316,0.464393412005784,-0.635345053229611,-0.02043287760751
31.7,-0.0365734186101108,31.7,-0.0365734186101108,31.7,-0.0365734186101108,0.317317317317317,0.453067091759384,-0.631882682367324,-0.0657649735938374
31.8,0.423633732301762,31.8,0.423633732301762,31.8,0.423633732301762,0.318318318318318,0.60827344382087,-0.628420311505037,0.555427884834768
31.9,0.537164855806572,31.9,0.537164855806572,31.9,0.537164855806572,0.319319319319319,0.646562182902192,-0.62495794064275,0.708673489538699
32,0.364526609108627,32,0.364526609108627,32,0.364526609108627,0.32032032032032,0.588339375100995,-0.621495569780464,0.475644416157493
32.1,0.691940427796391,32.1,0.691940427796391,32.1,0.691940427796391,0.321321321321321,0.698760745808421,-0.618033198918177,0.91759132097346
32.2,0.594310945190222,32.2,0.594310945190222,32.2,0.594310945190222,0.322322322322322,0.665834886618859,-0.61457082805589,0.785809932425142
32.3,1.12441048560434,32.3,1.12441048560434,32.3,1.12441048560434,0.323323323323323,0.844612673391887,-0.611108457193604,1.50134433494162
32.4,0.900558532119997,32.4,0.900558532119997,32.4,0.900558532119997,0.324324324324324,0.769117877117425,-0.607646086331317,1.19918641632988
32.5,NaN,32.5,0.806597080595663,32.5,0.806597080595663,0.325325325325325,0.737429073289414,-0.60418371546903,1.07235617794952
32.6,0.712635629071329,32.6,0.712635629071329,32.6,0.712635629071329,0.326326326326326,0.705740269461404,-0.600721344606744,0.945525939569154
32.7,0.935127400641319,32.7,0.935127400641319,32.7,0.935127400641319,0.327327327327327,0.780776339980195,-0.597258973744457,1.24584786912751
32.8,1.16798306416366,32.8,1.16798306416366,32.8,1.16798306416366,0.328328328328328,0.859307666624183,-0.59379660288217,1.56015909818625
32.9,0.898609599493684,32.9,0.898609599493684,32.9,0.898609599493684,0.329329329329329,0.768460593277432,-0.590334232019884,1.19655572485405
33,1.01710226809127,33,1.01710226809127,33,1.01710226809127,0.33033033033033,0.80842262950964,-0.586871861157597,1.3564984796833
33.1,1.13743788048022,33.1,1.13743788048022,33.1,1.13743788048022,0.331331331331331,0.849006204504003,-0.58340949029531,1.51892886105076
33.2,0.93715266006306,33.2,0.93715266006306,33.2,0.93715266006306,0.332332332332332,0.781459365279137,-0.579947119433023,1.2485815873819
33.3,1.15545338379486,33.3,1.15545338379486,33.3,1.15545338379486,0.333333333333333,0.855081991341464,-0.576484748570737,1.54324639279244
33.4,0.841341949870892,33.4,0.841341949870892,33.4,0.841341949870892,0.334334334334334,0.749146892976432,-0.57302237770845,1.11925519857108
33.5,0.771389187130555,33.5,0.771389187130555,33.5,0.771389187130555,0.335335335335335,0.72555509719482,-0.569560006846163,1.02483216199822
33.6,0.825410301981611,33.6,0.825410301981611,33.6,0.825410301981611,0.336336336336336,0.743773893129898,-0.566097635983877,1.09775047863744
33.7,0.701306119235525,33.7,0.701306119235525,33.7,0.701306119235525,0.337337337337337,0.701919355577785,-0.56263526512159,0.930233238042128
33.8,0.9107568657503,33.8,0.9107568657503,33.8,0.9107568657503,0.338338338338338,0.772557298162337,-0.559172894259303,1.21295224331989
33.9,0.813150383346088,33.9,0.813150383346088,33.9,0.813150383346088,0.339339339339339,0.739639195865373,-0.555710523397016,1.08120190070637
34,1.09380911595567,34,1.09380911595567,34,1.09380911595567,0.34034034034034,0.83429226237297,-0.55224815253473,1.46003825734977
34.1,0.937286573743523,34.1,0.937286573743523,34.1,0.937286573743523,0.341341341341341,0.781504528101563,-0.548785781672443,1.24876234559434
34.2,NaN,34.2,0.723343849693006,34.2,0.723343849693006,0.342342342342342,0.709351651545465,-0.545323410810156,0.959980017832568
34.3,0.509401125642488,34.3,0.509401125642488,34.3,0.509401125642488,0.343343343343343,0.637198774989367,-0.541861039947869,0.671197690070797
34.4,-0.145561693633737,34.4,-0.145561693633737,34.4,-0.145561693633737,0.344344344344344,0.416310443040707,-0.538398669085583,-0.212878589631703
34.5,-0.268861594889518,34.5,-0.268861594889518,34.5,-0.268861594889518,0.345345345345345,0.374727152025927,-0.534936298223296,-0.379310201903
34.6,0.0676207178624605,34.6,0.0676207178624605,34.6,0.0676207178624605,0.346346346346346,0.48820690172553,-0.531473927361009,0.0748774595770698
34.7,0.0859531089853346,34.7,0.0859531089853346,34.7,0.0859531089853346,0.347347347347347,0.494389560002586,-0.528011556498723,0.0996227300946722
34.8,-0.455997403916522,34.8,-0.455997403916522,34.8,-0.455997403916522,0.348348348348348,0.311614994377778,-0.524549185636436,-0.631908250180817
34.9,-0.482250924012143,34.9,-0.482250924012143,34.9,-0.482250924012143,0.349349349349349,0.302760909701474,-0.521086814774149,-0.667345550882681
35,-0.364130088835712,35,-0.364130088835712,35,-0.364130088835712,0.35035035035035,0.342597543908187,-0.517624443911863,-0.507904701044012
35.1,-0.555307572769247,35.1,-0.555307572769247,35.1,-0.555307572769247,0.351351351351351,0.278122318308532,-0.514162073049576,-0.765958248183706
35.2,-0.644478954238243,35.2,-0.644478954238243,35.2,-0.644478954238243,0.352352352352352,0.248048981119697,-0.510699702187289,-0.886322795399011
35.3,-0.474700685871758,35.3,-0.474700685871758,35.3,-0.474700685871758,0.353353353353353,0.305307251966349,-0.507237331325002,-0.657154153371909
35.4,-0.85542207469262,35.4,-0.85542207469262,35.4,-0.85542207469262,0.354354354354354,0.176907730590846,-0.503774960462716,-1.17105622403275
35.5,-0.964282528966498,35.5,-0.964282528966498,35.5,-0.964282528966498,0.355355355355355,0.140194189833979,-0.500312589600429,-1.31799730616552
35.6,-1.26079567190992,35.6,-1.26079567190992,35.6,-1.26079567190992,0.356356356356356,0.0401941720955615,-0.496850218738142,-1.71823412660976
35.7,-0.598012656654814,35.7,-0.598012656654814,35.7,-0.598012656654814,0.357357357357357,0.263719890464407,-0.493387847875856,-0.823602057228709
35.8,-0.712177925625032,35.8,-0.712177925625032,35.8,-0.712177925625032,0.358358358358358,0.225217283771147,-0.489925477013569,-0.977703638710785
35.9,NaN,35.9,-0.848425061444244,35.9,-0.848425061444244,0.359359359359359,0.179267495969229,-0.486463106151282,-1.1616115757877
36,-0.984672197263456,36,-0.984672197263456,36,-0.984672197263456,0.36036036036036,0.133317708167312,-0.483000735288996,-1.34551951286461
36.1,-0.978193572751359,36.1,-0.978193572751359,36.1,-0.978193572751359,0.361361361361361,0.135502645265543,-0.479538364426709,-1.33677459164516
36.2,-1.21549644941967,36.2,-1.21549644941967,36.2,-1.21549644941967,0.362362362362362,0.0554714815854318,-0.476075993564422,-1.6570887197043
36.3,-1.22676812045083,36.3,-1.22676812045083,36.3,-1.22676812045083,0.363363363363363,0.0516700740259944,-0.472613622702135,-1.67230334975349
36.4,-0.932701163942251,36.4,-0.932701163942251,36.4,-0.932701163942251,0.364364364364364,0.150845107467099,-0.469151251839849,-1.27536841964427
36.5,-0.516978127355684,36.5,-0.516978127355684,36.5,-0.516978127355684,0.365365365365365,0.29104904790713,-0.465688880977562,-0.71422072582827
36.6,-1.05807288769679,36.6,-1.05807288769679,36.6,-1.05807288769679,0.366366366366366,0.108563087604856,-0.462226510115275,-1.44459660154211
36.7,-0.743956121482247,36.7,-0.743956121482247,36.7,-0.743956121482247,0.367367367367367,0.214499984302155,-0.458764139252989,-1.02059820973415
36.8,-0.939011674607362,36.8,-0.939011674607362,36.8,-0.939011674607362,0.368368368368368,0.148716867308214,-0.455301768390702,-1.28388641887665
36.9,-0.674949306898305,36.9,-0.674949306898305,36.9,-0.674949306898305,0.369369369369369,0.237772756004497,-0.451839397528415,-0.927452024766105
37,-0.484202052081026,37,-0.484202052081026,37,-0.484202052081026,0.37037037037037,0.302102885441364,-0.448377026666128,-0.669979205791928
37.1,-0.37635252270929,37.1,-0.37635252270929,37.1,-0.37635252270929,0.371371371371371,0.338475488501025,-0.444914655803842,-0.524402681616105
37.2,-0.606323782185146,37.2,-0.606323782185146,37.2,-0.606323782185146,0.372372372372372,0.26091693646308,-0.441452284941555,-0.83482050921216
37.3,-0.601935696515144,37.3,-0.601935696515144,37.3,-0.601935696515144,0.373373373373373,0.262396832566443,-0.437989914079268,-0.828897421152844
37.4,0.124371912992058,37.4,0.124371912992058,37.4,0.124371912992058,0.374374374374374,0.507346426076122,-0.434527543216982,0.151480869697798
37.5,-0.481765073856524,37.5,-0.481765073856524,37.5,-0.481765073856524,0.375375375375375,0.30292476423992,-0.431065172354695,-0.66668974480418
37.6,0.270827181632705,37.6,0.270827181632705,37.6,0.270827181632705,0.376376376376376,0.556738939731896,-0.427602801492408,0.349167860824614
37.7,0.306727357868782,37.7,0.306727357868782,37.7,0.306727357868782,0.377377377377377,0.568846390433011,-0.424140430630121,0.397626327951844
37.8,-0.0341007573485024,37.8,-0.0341007573485024,37.8,-0.0341007573485024,0.378378378378378,0.453901004777767,-0.420678059767835,-0.062427347235836
37.9,0.221355061909627,37.9,0.221355061909627,37.9,0.221355061909627,0.379379379379379,0.540054307136001,-0.417215688905548,0.282389829665368
38,-0.0114348980867344,38,-0.0114348980867344,38,-0.0114348980867344,0.38038038038038,0.461545139218936,-0.413753318043261,-0.031832712025019
38.1,0.362422744587837,38.1,0.362422744587837,38.1,0.362422744587837,0.381381381381381,0.58762983997783,-0.410290947180975,0.472804595844343
38.2,0.401326031514268,38.2,0.401326031514268,38.2,0.401326031514268,0.382382382382382,0.600750099485073,-0.406828576318688,0.52531669601535
38.3,0.860539097463505,38.3,0.860539097463505,38.3,0.860539097463505,0.383383383383383,0.755621193173488,-0.403366205456401,1.14516772722932
38.4,0.740669892867782,38.4,0.740669892867782,38.4,0.740669892867782,0.384384384384384,0.71519491571789,-0.399903834594114,0.983366908417974
38.5,0.817895406168755,38.5,0.817895406168755,38.5,0.817895406168755,0.385385385385385,0.741239470179441,-0.396441463731828,1.08760678660325
38.6,0.732530311311174,38.6,0.732530311311174,38.6,0.732530311311174,0.386386386386386,0.712449815477259,-0.392979092869541,0.972380008445768
38.7,1.08210072898073,38.7,1.08210072898073,38.7,1.08210072898073,0.387387387387387,0.830343570947154,-0.389516722007254,1.44423414314133
38.8,0.806031434139518,38.8,0.806031434139518,38.8,0.806031434139518,0.388388388388388,0.73723830719019,-0.386054351144968,1.07159266191493
38.9,0.978817931499097,38.9,0.978817931499097,38.9,0.978817931499097,0.389389389389389,0.795511113007145,-0.382591980282681,1.30482184572919
39,1.1707249327848,39,1.1707249327848,39,1.1707249327848,0.39039039039039,0.860232370696417,-0.379129609420394,1.56386010370698
39.1,1.152017104721,39.1,1.152017104721,39.1,1.152017104721,0.391391391391391,0.85392309509515,-0.375667238558108,1.53860806412671
39.2,0.789685061399652,39.2,0.789685061399652,39.2,0.789685061399652,0.392392392392392,0.731725440044677,-0.372204867695821,1.04952814165031
39.3,1.07275774393655,39.3,1.07275774393655,39.3,1.07275774393655,0.393393393393393,0.827192618983025,-0.368742496833534,1.43162287542342
